epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,resource_id,opening_reserve,natural_net_change,natural_positive_change,natural_negative_change,artificial_change_applied,artificial_change_pending,artificial_generation_applied,artificial_extraction_applied,artificial_generation_pending,artificial_extraction_pending,reserve,safe_yield,projected_life_days
1,1,1,1227,17,20,-37,timber,100000,0,0,0,0,0,0,0,0,0,100000,123977,-1
1,1,1,1227,17,20,-37,stone,693991,0,0,0,0,0,0,0,0,0,693991,0,0
1,1,1,1227,17,20,-37,fertile_soil,15844.567,0,0,0,0,0,0,0,0,0,15844.567,0,0
1,1,1,1227,17,20,-37,arable_land,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,paddy_land,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,plantation_land,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,pasture,125000,0,0,0,0,0,0,0,0,0,125000,0,0
1,1,1,1227,17,20,-37,coal,1.1166982e+08,0,0,0,0,0,0,0,0,0,1.1166982e+08,0,0
1,1,1,1227,17,20,-37,oil,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,copper_ore,1.7315958e+07,0,0,0,0,0,0,0,0,0,1.7315958e+07,0,0
1,1,1,1227,17,20,-37,iron_ore,3.0061542e+08,0,0,0,0,0,0,0,0,0,3.0061542e+08,0,0
1,1,1,1227,17,20,-37,gold_ore,13709.761,0,0,0,0,0,0,0,0,0,13709.761,0,274195
1,1,1,1227,17,20,-37,silver_ore,9.59724e+06,0,0,0,0,0,0,0,0,0,9.59724e+06,0,19194480
1,1,1,1227,17,20,-37,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,rare_earth,290450.5,0,0,0,0,0,0,0,0,0,290450.5,0,0
1,1,1,1227,17,20,-37,clay,1.6041e+07,0,0,0,0,0,0,0,0,0,1.6041e+07,0,0
1,1,1,1227,17,20,-37,wild_game,12065.4795,0,0,0,0,0,0,0,0,0,12065.4795,11215,-1
1,1,1,1227,17,20,-37,marine_fish,0,0,0,0,0,0,0,0,0,0,0,625133,-1
1,1,1,1227,17,20,-37,bauxite,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,limestone,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,silica_sand,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,phosphate_rock,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,tin_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,lead_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,zinc_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,manganese_ore,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,sulfur,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1227,17,20,-37,flint,68530.3,0,0,0,0,0,0,0,0,0,68530.3,0,349644
2,2,2,1227,17,20,-37,timber,100000,0,0,0,0,0,0,0,0,0,100000,123977,-1
2,2,2,1227,17,20,-37,stone,693991,0,0,0,0,0,0,0,0,0,693991,0,0
2,2,2,1227,17,20,-37,fertile_soil,15844.567,0,0,0,0,0,0,0,0,0,15844.567,0,0
2,2,2,1227,17,20,-37,arable_land,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,paddy_land,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,plantation_land,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,pasture,125000,0,0,0,0,0,0,0,0,0,125000,0,0
2,2,2,1227,17,20,-37,coal,1.1166982e+08,0,0,0,0,0,0,0,0,0,1.1166982e+08,0,0
2,2,2,1227,17,20,-37,oil,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,natural_gas,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,copper_ore,1.7315958e+07,0,0,0,0,0,0,0,0,0,1.7315958e+07,0,0
2,2,2,1227,17,20,-37,iron_ore,3.0061542e+08,0,0,0,0,0,0,0,0,0,3.0061542e+08,0,0
2,2,2,1227,17,20,-37,gold_ore,13709.761,0,0,0,0,-0.25,0,0,0,0.25,13709.761,0,274195
2,2,2,1227,17,20,-37,silver_ore,9.59724e+06,0,0,0,0,-2.5,0,0,0,2.5,9.59724e+06,0,19194480
2,2,2,1227,17,20,-37,salt,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,saltpeter,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1227,17,20,-37,rare_earth,290450.5,0,0,0,0,0,0,0,0,0,290450.5,0,0
2,2,2,1227,17,20,-37,clay,1.6041e+07,0,0,0,0,0,0,0,0,0,1.6041e+07,0,0
2,2,2,1227,17,20,-37,wild_game,12065.4795,0,0,0,0,-21.45,0,0,0,21.45,12065.4795,11215,-1
2,2,2,1227,17,20,-37,marine_fish,0,0,0,0,0,0,0,0,0,0,0,625133,-1
2,2,2,1227,17,20,-37,bauxite,0,0,0,0,0,0,0,0,0,0,0,0,0
