epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,good_id,stock,price,demand_ema,business_demand_ema,offered_supply_ema,realized_withdrawal_ema,production_input_reserve,household_available_stock,merchant_inventory_target,merchant_procurement_shortfall,cost_anchor_price,shortage_q16,price_pressure_total_q16,category_id,storage_mode,trade_enabled,trade_import_ema,trade_export_ema,trade_inbound,trade_outbound
135,135,675,450,5,11,-16,processed_food,0,160000,7090,0,1802,1804,0,0,35450,35450,1703,48861,82380,processed_food,0,1,0,0,0,0
135,135,675,450,5,11,-16,radio_equipment,0,65000,0,0,0,0,0,0,0,0,0,0,0,radio_equipment,0,1,0,0,0,0
135,135,675,450,5,11,-16,railway_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,railway_equipment,0,1,0,0,0,0
135,135,675,450,5,11,-16,rare_earth_metals,0,36000,0,0,0,0,0,0,0,0,0,0,0,rare_earth_metals,0,1,0,0,0,0
135,135,675,450,5,11,-16,rare_earth_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,rare_earth_ore,0,1,0,0,0,0
135,135,675,450,5,11,-16,raw_hide,2814395,2400,0,0,5771,0,0,2814395,5771,0,2400,0,-40960,raw_hide,0,1,0,0,0,0
135,135,675,450,5,11,-16,raw_stone,1165636,1000,0,0,537,0,0,1165636,537,0,1000,0,-36921,raw_stone,0,1,0,0,0,0
135,135,675,450,5,11,-16,reactor_components,0,130000,0,0,0,0,0,0,0,0,0,0,0,reactor_components,0,1,0,0,0,0
135,135,675,450,5,11,-16,refined_fuel,0,30000,0,0,0,0,0,0,0,0,0,0,0,refined_fuel,0,1,0,0,0,0
135,135,675,450,5,11,-16,rice_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
135,135,675,450,5,11,-16,salt,0,10000,0,0,0,0,0,0,0,0,0,0,0,salt,0,1,0,0,0,0
135,135,675,450,5,11,-16,saltpeter,0,10000,0,0,0,0,0,0,0,0,0,0,0,saltpeter,0,1,0,0,0,0
135,135,675,450,5,11,-16,scientific_instruments,0,58000,0,0,0,0,0,0,0,0,0,0,0,scientific_instruments,0,1,0,0,0,0
135,135,675,450,5,11,-16,semiconductors,0,52000,0,0,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0
135,135,675,450,5,11,-16,silica_sand,0,10000,0,0,0,0,0,0,0,0,0,0,0,silica_sand,0,1,0,0,0,0
135,135,675,450,5,11,-16,silver,30664,1000,0,0,0,0,0,30664,0,0,0,0,-32768,precious_metal,0,1,0,0,0,0
135,135,675,450,5,11,-16,soap,0,30000,0,0,0,0,0,0,0,0,0,0,0,soap,0,1,0,0,0,0
135,135,675,450,5,11,-16,spices,0,10000,0,0,0,0,0,0,0,0,0,0,0,spices,0,1,0,0,0,0
135,135,675,450,5,11,-16,stainless_steel,0,36000,0,0,0,0,0,0,0,0,0,0,0,ferrous_stock,0,1,0,0,0,0
135,135,675,450,5,11,-16,steam_engines,0,80000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
135,135,675,450,5,11,-16,steel,0,36000,0,0,0,0,0,0,0,0,0,0,0,ferrous_stock,0,1,0,0,0,0
135,135,675,450,5,11,-16,sulfur,0,10000,0,0,0,0,0,0,0,0,0,0,0,sulfur,0,1,0,0,0,0
135,135,675,450,5,11,-16,synthetic_fiber,0,24000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
135,135,675,450,5,11,-16,synthetic_rubber,0,30000,0,0,0,0,0,0,0,0,0,0,0,elastomer,0,1,0,0,0,0
135,135,675,450,5,11,-16,telecom_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,telecom_equipment,0,1,0,0,0,0
135,135,675,450,5,11,-16,tin,0,36000,0,0,0,0,0,0,0,0,0,0,0,tin,0,1,0,0,0,0
135,135,675,450,5,11,-16,tin_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,tin_ore,0,1,0,0,0,0
135,135,675,450,5,11,-16,tools,0,52000,0,0,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
135,135,675,450,5,11,-16,vegetables,0,10000,0,0,0,0,0,0,0,0,0,0,0,vegetables,0,1,0,0,0,0
135,135,675,450,5,11,-16,wheat_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
135,135,675,450,5,11,-16,wire,0,36000,0,0,0,0,0,0,0,0,0,0,0,wire,0,1,0,0,0,0
135,135,675,450,5,11,-16,wool,0,24000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
135,135,675,450,5,11,-16,zinc,0,36000,0,0,0,0,0,0,0,0,0,0,0,zinc,0,1,0,0,0,0
135,135,675,450,5,11,-16,zinc_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,zinc_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,advanced_chips,0,110000,0,0,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0
136,136,680,450,5,11,-16,agricultural_machinery,0,52000,0,0,0,0,0,0,0,0,0,0,0,agricultural_machinery,0,1,0,0,0,0
136,136,680,450,5,11,-16,aluminum,0,36000,0,0,0,0,0,0,0,0,0,0,0,structural_metal,0,1,0,0,0,0
136,136,680,450,5,11,-16,automobiles,0,52000,0,0,0,0,0,0,0,0,0,0,0,automobiles,0,1,0,0,0,0
136,136,680,450,5,11,-16,autonomous_systems,0,220000,0,0,0,0,0,0,0,0,0,0,0,autonomous_systems,0,1,0,0,0,0
136,136,680,450,5,11,-16,batteries,0,52000,0,0,0,0,0,0,0,0,0,0,0,batteries,0,1,0,0,0,0
136,136,680,450,5,11,-16,bauxite,0,10000,0,0,0,0,0,0,0,0,0,0,0,bauxite,0,1,0,0,0,0
136,136,680,450,5,11,-16,beverages,0,16000,0,0,0,0,0,0,0,0,0,0,0,beverages,0,1,0,0,0,0
136,136,680,450,5,11,-16,bread,0,16000,0,0,0,0,0,0,0,0,0,0,0,bread,0,1,0,0,0,0
136,136,680,450,5,11,-16,bricks,0,22000,0,0,0,0,0,0,0,0,0,0,0,bricks,0,1,0,0,0,0
136,136,680,450,5,11,-16,bronze_tools,0,26000,0,0,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
136,136,680,450,5,11,-16,canned_fish,0,16000,0,0,0,0,0,0,0,0,0,0,0,canned_fish,0,1,0,0,0,0
136,136,680,450,5,11,-16,cement,0,22000,0,0,0,0,0,0,0,0,0,0,0,cement,0,1,0,0,0,0
136,136,680,450,5,11,-16,chipped_stone_tools,14670,1166,21,197,1880,114,950,13720,950,0,900,0,-31814,tools,0,1,0,0,0,0
136,136,680,450,5,11,-16,clay,0,10000,0,0,0,0,0,0,0,0,0,0,0,clay,0,1,0,0,0,0
136,136,680,450,5,11,-16,cloth,447418,2400,276,0,665,276,0,447418,2760,0,2400,0,-35954,rag_paper_fiber,0,1,0,0,0,0
136,136,680,450,5,11,-16,clothing,0,24000,0,0,0,0,0,0,0,0,0,0,0,clothing,0,1,0,0,0,0
136,136,680,450,5,11,-16,coal,0,10000,0,0,0,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,0
136,136,680,450,5,11,-16,coke,0,13000,0,0,0,0,0,0,0,0,0,0,0,coke,0,1,0,0,0,0
136,136,680,450,5,11,-16,computers,0,52000,0,0,0,0,0,0,0,0,0,0,0,computers,0,1,0,0,0,0
136,136,680,450,5,11,-16,concrete,0,22000,0,0,0,0,0,0,0,0,0,0,0,concrete,0,1,0,0,0,0
136,136,680,450,5,11,-16,construction_components,0,22000,0,0,0,0,0,0,0,0,0,0,0,construction_components,0,1,0,0,0,0
136,136,680,450,5,11,-16,copper,0,36000,0,0,0,0,0,0,0,0,0,0,0,copper,0,1,0,0,0,0
136,136,680,450,5,11,-16,copper_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,copper_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,corn_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
136,136,680,450,5,11,-16,cotton_fiber,0,10000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
136,136,680,450,5,11,-16,crude_oil,0,10000,0,0,0,0,0,0,0,0,0,0,0,crude_oil,0,1,0,0,0,0
136,136,680,450,5,11,-16,dairy_products,0,16000,0,0,0,0,0,0,0,0,0,0,0,dairy_products,0,1,0,0,0,0
136,136,680,450,5,11,-16,detergent,0,30000,0,0,0,0,0,0,0,0,0,0,0,detergent,0,1,0,0,0,0
136,136,680,450,5,11,-16,edible_oil,0,16000,0,0,0,0,0,0,0,0,0,0,0,edible_oil,0,1,0,0,0,0
136,136,680,450,5,11,-16,electric_motor,0,52000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
136,136,680,450,5,11,-16,electrical_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,electrical_equipment,0,1,0,0,0,0
136,136,680,450,5,11,-16,electricity,0,12000,0,0,0,0,0,0,0,0,0,0,0,electricity,1,0,0,0,0,0
136,136,680,450,5,11,-16,electronic_components,0,52000,0,0,0,0,0,0,0,0,0,0,0,electronic_components,0,1,0,0,0,0
136,136,680,450,5,11,-16,engines,0,52000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
136,136,680,450,5,11,-16,explosives,0,30000,0,0,0,0,0,0,0,0,0,0,0,explosives,0,1,0,0,0,0
136,136,680,450,5,11,-16,fertilizer,0,30000,0,0,0,0,0,0,0,0,0,0,0,fertilizer,0,1,0,0,0,0
136,136,680,450,5,11,-16,fine_clothing,0,24000,0,0,0,0,0,0,0,0,0,0,0,fine_clothing,0,1,0,0,0,0
136,136,680,450,5,11,-16,fine_furniture,0,60000,0,0,0,0,0,0,0,0,0,0,0,fine_furniture,0,1,0,0,0,0
136,136,680,450,5,11,-16,fish,0,100000,64,0,0,0,0,0,320,320,0,65535,80739,fish,0,1,0,0,0,0
136,136,680,450,5,11,-16,flax_fiber,0,10000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
136,136,680,450,5,11,-16,flint,2433060,400,0,635,2944,1000,5000,2428060,5000,0,400,0,-40800,flint,0,1,0,0,0,0
136,136,680,450,5,11,-16,footwear,0,24000,0,0,0,0,0,0,0,0,0,0,0,footwear,0,1,0,0,0,0
136,136,680,450,5,11,-16,fur,925450,2400,344,0,1465,344,0,925450,3440,0,2400,0,-38834,fur,0,1,0,0,0,0
136,136,680,450,5,11,-16,furniture,0,18000,0,0,0,0,0,0,0,0,0,0,0,furniture,0,1,0,0,0,0
136,136,680,450,5,11,-16,game_meat,130175,2394,15640,498,12660,16140,2500,127675,112980,0,1000,0,-15370,game_meat,0,1,0,0,0,0
136,136,680,450,5,11,-16,gathered_plants,399788,1177,108487,999,123077,109487,5000,394788,328461,0,500,0,-17017,gathered_plants,0,1,0,0,0,0
136,136,680,450,5,11,-16,glass,0,22000,0,0,0,0,0,0,0,0,0,0,0,glass,0,1,0,0,0,0
136,136,680,450,5,11,-16,gold,41682,1000,0,0,36,37,0,41682,259,0,0,0,-33062,precious_metal,0,1,0,0,0,0
136,136,680,450,5,11,-16,grain,0,16000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
136,136,680,450,5,11,-16,horses,0,10000,0,0,0,0,0,0,0,0,0,0,0,horses,0,1,0,0,0,0
136,136,680,450,5,11,-16,household_appliances,0,52000,0,0,0,0,0,0,0,0,0,0,0,household_appliances,0,1,0,0,0,0
136,136,680,450,5,11,-16,industrial_chemicals,0,30000,0,0,0,0,0,0,0,0,0,0,0,industrial_chemicals,0,1,0,0,0,0
136,136,680,450,5,11,-16,industrial_machinery,0,52000,0,0,0,0,0,0,0,0,0,0,0,industrial_machinery,0,1,0,0,0,0
136,136,680,450,5,11,-16,insulated_cable,0,26000,0,0,0,0,0,0,0,0,0,0,0,insulated_cable,0,1,0,0,0,0
136,136,680,450,5,11,-16,iron_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,iron_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,jewelry,0,60000,0,0,0,0,0,0,0,0,0,0,0,jewelry,0,1,0,0,0,0
136,136,680,450,5,11,-16,latex,0,10000,0,0,0,0,0,0,0,0,0,0,0,elastomer,0,1,0,0,0,0
136,136,680,450,5,11,-16,lead,0,36000,0,0,0,0,0,0,0,0,0,0,0,lead,0,1,0,0,0,0
136,136,680,450,5,11,-16,lead_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,lead_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,leather,0,24000,0,0,0,0,0,0,0,0,0,0,0,leather,0,1,0,0,0,0
136,136,680,450,5,11,-16,lime,0,22000,0,0,0,0,0,0,0,0,0,0,0,lime,0,1,0,0,0,0
136,136,680,450,5,11,-16,limestone,0,10000,0,0,0,0,0,0,0,0,0,0,0,limestone,0,1,0,0,0,0
136,136,680,450,5,11,-16,livestock_products,0,16000,0,0,0,0,0,0,0,0,0,0,0,livestock_products,0,1,0,0,0,0
136,136,680,450,5,11,-16,logs,0,100000,1856,0,0,0,0,0,9280,9280,0,65535,106495,logs,0,1,0,0,0,0
136,136,680,450,5,11,-16,lubricants,0,30000,0,0,0,0,0,0,0,0,0,0,0,lubricants,0,1,0,0,0,0
136,136,680,450,5,11,-16,lumber,0,18000,0,0,0,0,0,0,0,0,0,0,0,lumber,0,1,0,0,0,0
136,136,680,450,5,11,-16,machine_parts,0,52000,0,0,0,0,0,0,0,0,0,0,0,machine_parts,0,1,0,0,0,0
136,136,680,450,5,11,-16,manganese_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,manganese_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,manuscripts,0,24000,0,0,0,0,0,0,0,0,0,0,0,manuscripts,0,1,0,0,0,0
136,136,680,450,5,11,-16,meat,0,16000,0,0,0,0,0,0,0,0,0,0,0,meat,0,1,0,0,0,0
136,136,680,450,5,11,-16,medicinal_herbs,0,10000,0,0,0,0,0,0,0,0,0,0,0,medicinal_herbs,0,1,0,0,0,0
136,136,680,450,5,11,-16,natural_gas,0,10000,0,0,0,0,0,0,0,0,0,0,0,natural_gas,0,1,0,0,0,0
136,136,680,450,5,11,-16,nuclear_fuel,0,30000,0,0,0,0,0,0,0,0,0,0,0,nuclear_fuel,0,1,0,0,0,0
136,136,680,450,5,11,-16,oceanic_vessels,0,120000,0,0,0,0,0,0,0,0,0,0,0,oceanic_vessels,0,1,0,0,0,0
136,136,680,450,5,11,-16,packaging,0,18000,0,0,0,0,0,0,0,0,0,0,0,packaging,0,1,0,0,0,0
136,136,680,450,5,11,-16,paper,0,18000,0,0,0,0,0,0,0,0,0,0,0,paper,0,1,0,0,0,0
136,136,680,450,5,11,-16,petrochemicals,0,30000,0,0,0,0,0,0,0,0,0,0,0,petrochemicals,0,1,0,0,0,0
136,136,680,450,5,11,-16,pharmaceuticals,0,30000,0,0,0,0,0,0,0,0,0,0,0,pharmaceuticals,0,1,0,0,0,0
136,136,680,450,5,11,-16,phosphate_rock,0,10000,0,0,0,0,0,0,0,0,0,0,0,phosphate_rock,0,1,0,0,0,0
136,136,680,450,5,11,-16,plastics,0,30000,0,0,0,0,0,0,0,0,0,0,0,plastics,0,1,0,0,0,0
136,136,680,450,5,11,-16,potatoes,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
136,136,680,450,5,11,-16,pottery,0,11000,0,0,0,0,0,0,0,0,0,0,0,pottery,0,1,0,0,0,0
136,136,680,450,5,11,-16,precision_tools,0,52000,0,0,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
136,136,680,450,5,11,-16,prepared_staples,0,16000,0,0,0,0,0,0,0,0,0,0,0,prepared_staples,0,1,0,0,0,0
136,136,680,450,5,11,-16,printed_materials,0,18000,0,0,0,0,0,0,0,0,0,0,0,printed_materials,0,1,0,0,0,0
136,136,680,450,5,11,-16,processed_food,0,160000,7073,0,1802,1804,0,0,35365,35365,1687,48822,82326,processed_food,0,1,0,0,0,0
136,136,680,450,5,11,-16,radio_equipment,0,65000,0,0,0,0,0,0,0,0,0,0,0,radio_equipment,0,1,0,0,0,0
136,136,680,450,5,11,-16,railway_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,railway_equipment,0,1,0,0,0,0
136,136,680,450,5,11,-16,rare_earth_metals,0,36000,0,0,0,0,0,0,0,0,0,0,0,rare_earth_metals,0,1,0,0,0,0
136,136,680,450,5,11,-16,rare_earth_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,rare_earth_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,raw_hide,2826395,2400,0,0,3664,0,0,2826395,3664,0,2400,0,-40960,raw_hide,0,1,0,0,0,0
136,136,680,450,5,11,-16,raw_stone,1168489,1000,0,0,557,0,0,1168489,557,0,1000,0,-37167,raw_stone,0,1,0,0,0,0
136,136,680,450,5,11,-16,reactor_components,0,130000,0,0,0,0,0,0,0,0,0,0,0,reactor_components,0,1,0,0,0,0
136,136,680,450,5,11,-16,refined_fuel,0,30000,0,0,0,0,0,0,0,0,0,0,0,refined_fuel,0,1,0,0,0,0
136,136,680,450,5,11,-16,rice_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
136,136,680,450,5,11,-16,salt,0,10000,0,0,0,0,0,0,0,0,0,0,0,salt,0,1,0,0,0,0
136,136,680,450,5,11,-16,saltpeter,0,10000,0,0,0,0,0,0,0,0,0,0,0,saltpeter,0,1,0,0,0,0
136,136,680,450,5,11,-16,scientific_instruments,0,58000,0,0,0,0,0,0,0,0,0,0,0,scientific_instruments,0,1,0,0,0,0
136,136,680,450,5,11,-16,semiconductors,0,52000,0,0,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0
136,136,680,450,5,11,-16,silica_sand,0,10000,0,0,0,0,0,0,0,0,0,0,0,silica_sand,0,1,0,0,0,0
136,136,680,450,5,11,-16,silver,30664,1000,0,0,0,0,0,30664,0,0,0,0,-32768,precious_metal,0,1,0,0,0,0
136,136,680,450,5,11,-16,soap,0,30000,0,0,0,0,0,0,0,0,0,0,0,soap,0,1,0,0,0,0
136,136,680,450,5,11,-16,spices,0,10000,0,0,0,0,0,0,0,0,0,0,0,spices,0,1,0,0,0,0
136,136,680,450,5,11,-16,stainless_steel,0,36000,0,0,0,0,0,0,0,0,0,0,0,ferrous_stock,0,1,0,0,0,0
136,136,680,450,5,11,-16,steam_engines,0,80000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
136,136,680,450,5,11,-16,steel,0,36000,0,0,0,0,0,0,0,0,0,0,0,ferrous_stock,0,1,0,0,0,0
136,136,680,450,5,11,-16,sulfur,0,10000,0,0,0,0,0,0,0,0,0,0,0,sulfur,0,1,0,0,0,0
136,136,680,450,5,11,-16,synthetic_fiber,0,24000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
136,136,680,450,5,11,-16,synthetic_rubber,0,30000,0,0,0,0,0,0,0,0,0,0,0,elastomer,0,1,0,0,0,0
136,136,680,450,5,11,-16,telecom_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,telecom_equipment,0,1,0,0,0,0
136,136,680,450,5,11,-16,tin,0,36000,0,0,0,0,0,0,0,0,0,0,0,tin,0,1,0,0,0,0
136,136,680,450,5,11,-16,tin_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,tin_ore,0,1,0,0,0,0
136,136,680,450,5,11,-16,tools,0,52000,0,0,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
136,136,680,450,5,11,-16,vegetables,0,10000,0,0,0,0,0,0,0,0,0,0,0,vegetables,0,1,0,0,0,0
136,136,680,450,5,11,-16,wheat_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
136,136,680,450,5,11,-16,wire,0,36000,0,0,0,0,0,0,0,0,0,0,0,wire,0,1,0,0,0,0
136,136,680,450,5,11,-16,wool,0,24000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
136,136,680,450,5,11,-16,zinc,0,36000,0,0,0,0,0,0,0,0,0,0,0,zinc,0,1,0,0,0,0
136,136,680,450,5,11,-16,zinc_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,zinc_ore,0,1,0,0,0,0
137,137,685,450,5,11,-16,advanced_chips,0,110000,0,0,0,0,0,0,0,0,0,0,0,processor_component,0,1,0,0,0,0
137,137,685,450,5,11,-16,agricultural_machinery,0,52000,0,0,0,0,0,0,0,0,0,0,0,agricultural_machinery,0,1,0,0,0,0
137,137,685,450,5,11,-16,aluminum,0,36000,0,0,0,0,0,0,0,0,0,0,0,structural_metal,0,1,0,0,0,0
137,137,685,450,5,11,-16,automobiles,0,52000,0,0,0,0,0,0,0,0,0,0,0,automobiles,0,1,0,0,0,0
137,137,685,450,5,11,-16,autonomous_systems,0,220000,0,0,0,0,0,0,0,0,0,0,0,autonomous_systems,0,1,0,0,0,0
137,137,685,450,5,11,-16,batteries,0,52000,0,0,0,0,0,0,0,0,0,0,0,batteries,0,1,0,0,0,0
137,137,685,450,5,11,-16,bauxite,0,10000,0,0,0,0,0,0,0,0,0,0,0,bauxite,0,1,0,0,0,0
137,137,685,450,5,11,-16,beverages,0,16000,0,0,0,0,0,0,0,0,0,0,0,beverages,0,1,0,0,0,0
137,137,685,450,5,11,-16,bread,0,16000,0,0,0,0,0,0,0,0,0,0,0,bread,0,1,0,0,0,0
137,137,685,450,5,11,-16,bricks,0,22000,0,0,0,0,0,0,0,0,0,0,0,bricks,0,1,0,0,0,0
137,137,685,450,5,11,-16,bronze_tools,0,26000,0,0,0,0,0,0,0,0,0,0,0,tools,0,1,0,0,0,0
137,137,685,450,5,11,-16,canned_fish,0,16000,0,0,0,0,0,0,0,0,0,0,0,canned_fish,0,1,0,0,0,0
137,137,685,450,5,11,-16,cement,0,22000,0,0,0,0,0,0,0,0,0,0,0,cement,0,1,0,0,0,0
137,137,685,450,5,11,-16,chipped_stone_tools,14622,1047,20,185,824,200,950,13672,950,0,900,0,-41564,tools,0,1,0,0,0,0
137,137,685,450,5,11,-16,clay,0,10000,0,0,0,0,0,0,0,0,0,0,0,clay,0,1,0,0,0,0
137,137,685,450,5,11,-16,cloth,449457,2400,258,0,665,258,0,449457,2580,0,2400,0,-36102,rag_paper_fiber,0,1,0,0,0,0
137,137,685,450,5,11,-16,clothing,0,24000,0,0,0,0,0,0,0,0,0,0,0,clothing,0,1,0,0,0,0
137,137,685,450,5,11,-16,coal,0,10000,0,0,0,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,0
137,137,685,450,5,11,-16,coke,0,13000,0,0,0,0,0,0,0,0,0,0,0,coke,0,1,0,0,0,0
137,137,685,450,5,11,-16,computers,0,52000,0,0,0,0,0,0,0,0,0,0,0,computers,0,1,0,0,0,0
137,137,685,450,5,11,-16,concrete,0,22000,0,0,0,0,0,0,0,0,0,0,0,concrete,0,1,0,0,0,0
137,137,685,450,5,11,-16,construction_components,0,22000,0,0,0,0,0,0,0,0,0,0,0,construction_components,0,1,0,0,0,0
137,137,685,450,5,11,-16,copper,0,36000,0,0,0,0,0,0,0,0,0,0,0,copper,0,1,0,0,0,0
137,137,685,450,5,11,-16,copper_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,copper_ore,0,1,0,0,0,0
137,137,685,450,5,11,-16,corn_grain,0,10000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
137,137,685,450,5,11,-16,cotton_fiber,0,10000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
137,137,685,450,5,11,-16,crude_oil,0,10000,0,0,0,0,0,0,0,0,0,0,0,crude_oil,0,1,0,0,0,0
137,137,685,450,5,11,-16,dairy_products,0,16000,0,0,0,0,0,0,0,0,0,0,0,dairy_products,0,1,0,0,0,0
137,137,685,450,5,11,-16,detergent,0,30000,0,0,0,0,0,0,0,0,0,0,0,detergent,0,1,0,0,0,0
137,137,685,450,5,11,-16,edible_oil,0,16000,0,0,0,0,0,0,0,0,0,0,0,edible_oil,0,1,0,0,0,0
137,137,685,450,5,11,-16,electric_motor,0,52000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
137,137,685,450,5,11,-16,electrical_equipment,0,52000,0,0,0,0,0,0,0,0,0,0,0,electrical_equipment,0,1,0,0,0,0
137,137,685,450,5,11,-16,electricity,0,12000,0,0,0,0,0,0,0,0,0,0,0,electricity,1,0,0,0,0,0
137,137,685,450,5,11,-16,electronic_components,0,52000,0,0,0,0,0,0,0,0,0,0,0,electronic_components,0,1,0,0,0,0
137,137,685,450,5,11,-16,engines,0,52000,0,0,0,0,0,0,0,0,0,0,0,prime_mover,0,1,0,0,0,0
137,137,685,450,5,11,-16,explosives,0,30000,0,0,0,0,0,0,0,0,0,0,0,explosives,0,1,0,0,0,0
137,137,685,450,5,11,-16,fertilizer,0,30000,0,0,0,0,0,0,0,0,0,0,0,fertilizer,0,1,0,0,0,0
137,137,685,450,5,11,-16,fine_clothing,0,24000,0,0,0,0,0,0,0,0,0,0,0,fine_clothing,0,1,0,0,0,0
137,137,685,450,5,11,-16,fine_furniture,0,60000,0,0,0,0,0,0,0,0,0,0,0,fine_furniture,0,1,0,0,0,0
137,137,685,450,5,11,-16,fish,0,100000,57,0,0,0,0,0,285,285,0,65535,79075,fish,0,1,0,0,0,0
137,137,685,450,5,11,-16,flax_fiber,0,10000,0,0,0,0,0,0,0,0,0,0,0,spinnable_fiber,0,1,0,0,0,0
137,137,685,450,5,11,-16,flint,2447463,400,0,278,2944,64,324,2447139,1262,0,400,0,-38053,flint,0,1,0,0,0,0
137,137,685,450,5,11,-16,footwear,0,24000,0,0,0,0,0,0,0,0,0,0,0,footwear,0,1,0,0,0,0
137,137,685,450,5,11,-16,fur,928618,2400,326,0,1149,326,0,928618,3260,0,2400,0,-37977,fur,0,1,0,0,0,0
137,137,685,450,5,11,-16,furniture,0,18000,0,0,0,0,0,0,0,0,0,0,0,furniture,0,1,0,0,0,0
137,137,685,450,5,11,-16,game_meat,96336,2370,14631,498,9974,15131,2500,93836,105917,9581,1000,0,-4238,game_meat,0,1,0,0,0,0
137,137,685,450,5,11,-16,gathered_plants,391581,1137,112961,999,116353,113961,5000,386581,341883,0,500,0,-14257,gathered_plants,0,1,0,0,0,0
137,137,685,450,5,11,-16,glass,0,22000,0,0,0,0,0,0,0,0,0,0,0,glass,0,1,0,0,0,0
137,137,685,450,5,11,-16,gold,41869,1000,0,0,36,37,0,41869,259,0,0,0,-33062,precious_metal,0,1,0,0,0,0
137,137,685,450,5,11,-16,grain,0,16000,0,0,0,0,0,0,0,0,0,0,0,starchy_staple,0,1,0,0,0,0
137,137,685,450,5,11,-16,horses,0,10000,0,0,0,0,0,0,0,0,0,0,0,horses,0,1,0,0,0,0
137,137,685,450,5,11,-16,household_appliances,0,52000,0,0,0,0,0,0,0,0,0,0,0,household_appliances,0,1,0,0,0,0
137,137,685,450,5,11,-16,industrial_chemicals,0,30000,0,0,0,0,0,0,0,0,0,0,0,industrial_chemicals,0,1,0,0,0,0
137,137,685,450,5,11,-16,industrial_machinery,0,52000,0,0,0,0,0,0,0,0,0,0,0,industrial_machinery,0,1,0,0,0,0
137,137,685,450,5,11,-16,insulated_cable,0,26000,0,0,0,0,0,0,0,0,0,0,0,insulated_cable,0,1,0,0,0,0
137,137,685,450,5,11,-16,iron_ore,0,10000,0,0,0,0,0,0,0,0,0,0,0,iron_ore,0,1,0,0,0,0
